fecha,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
2021-12-31,10,59,36,17,37,23,19,48,81,88,26,44,84,98,84,49,87,70,11,8
2022-01-01,93,92,45,66,30,70,44,34,44,45,94,88,19,27,29,1,53,48,12,99
2022-01-02,76,18,70,34,63,47,13,46,96,74,62,84,82,88,10,12,79,99,56,96
2022-01-03,66,8,92,83,53,74,35,61,41,52,63,5,9,8,59,41,50,50,4,79
2022-01-04,70,68,3,65,50,76,9,74,96,85,89,7,52,24,54,70,74,99,95,24
2022-01-05,91,88,72,25,18,43,3,28,7,52,61,11,87,9,39,50,58,31,71,34
2022-01-06,25,45,11,96,55,14,79,72,43,98,50,21,79,92,26,0,60,73,26,96
2022-01-07,16,80,87,17,50,2,64,54,77,50,35,13,5,52,91,76,39,98,18,99
2022-01-08,23,16,85,46,89,74,15,12,44,56,42,21,21,50,1,43,3,87,62,16
2022-01-09,76,49,51,25,39,87,14,62,21,44,53,12,7,48,40,92,69,89,92,1
2022-01-10,87,95,45,63,34,9,26,8,48,65,0,22,7,96,80,3,81,82,80,87
2022-01-11,46,23,87,83,27,58,55,48,60,8,45,27,0,51,36,43,11,50,27,0
2022-01-12,78,62,52,62,32,12,35,78,60,79,90,24,91,66,56,50,46,7,5,33
2022-01-13,20,8,2,97,21,98,54,19,14,20,36,20,82,36,52,50,65,99,44,32
2022-01-14,97,99,78,79,40,53,35,61,82,37,53,77,20,61,77,5,25,2,0,47
2022-01-15,70,38,62,19,83,36,70,12,81,51,97,40,87,41,10,68,18,79,33,75
2022-01-16,48,53,73,66,66,65,58,80,30,18,73,53,90,96,86,54,75,33,1,78
2022-01-17,78,0,86,88,32,1,87,7,23,54,81,78,68,82,68,63,16,43,45,1
2022-01-18,40,22,8,54,23,19,78,81,66,18,63,71,23,13,43,42,15,19,49,52
2022-01-19,53,98,3,78,35,75,73,61,63,66,74,13,36,84,54,13,96,98,51,53
2022-01-20,29,51,96,25,30,89,38,97,34,0,95,23,69,4,74,22,80,96,4,36
2022-01-21,71,99,36,99,89,71,38,53,72,68,28,55,83,47,56,32,16,6,40,63
2022-01-22,76,8,31,80,11,99,63,94,73,96,66,26,80,22,56,37,79,75,86,24
2022-01-23,99,80,38,12,34,10,61,11,43,66,45,88,24,52,91,35,47,93,49,86
2022-01-24,94,25,78,65,98,58,79,34,60,77,96,25,7,97,60,1,51,93,98,32
2022-01-25,78,45,39,75,26,42,24,14,37,95,41,68,28,86,62,95,32,53,19,13
2022-01-26,58,80,19,70,67,48,76,59,94,76,88,36,81,99,16,51,86,39,50,74
2022-01-27,82,19,39,39,15,9,74,85,95,95,99,8,39,8,67,97,3,52,53,16
2022-01-28,83,39,42,96,24,38,77,47,60,47,28,16,85,27,99,1,88,94,5,62
2022-01-29,78,61,88,13,94,55,34,52,33,45,15,84,38,46,90,90,78,3,90,18
2022-01-30,43,90,9,13,57,46,38,80,89,99,12,67,87,24,48,0,13,12,70,62
2022-01-31,3,59,6,20,90,44,78,31,11,88,16,34,70,59,92,98,14,22,63,14
2022-02-01,54,37,88,91,25,9,99,14,17,25,34,14,32,2,80,26,81,64,48,97
2022-02-02,38,17,57,14,27,90,89,46,47,56,8,25,57,32,21,64,56,32,93,77
2022-02-03,59,20,64,68,58,63,16,33,89,13,58,89,1,96,88,71,70,86,17,69
2022-02-04,34,87,53,76,16,24,83,39,52,72,16,30,32,91,13,37,95,83,67,54
2022-02-05,83,94,92,63,72,77,80,73,17,75,39,19,10,24,50,24,66,96,4,13
2022-02-06,24,80,27,19,15,14,71,70,31,44,62,97,74,80,97,38,6,74,12,43
2022-02-07,73,55,36,51,24,7,41,5,97,44,88,95,44,42,89,3,48,26,75,83
2022-02-08,62,40,55,57,63,92,24,20,19,69,90,32,42,96,14,87,95,79,33,65
2022-02-09,29,12,10,0,97,65,32,57,61,18,28,54,83,12,85,60,48,14,54,35
2022-02-10,18,87,46,7,30,18,93,24,50,74,15,43,65,88,65,8,32,35,38,94
2022-02-11,3,30,49,8,48,10,83,27,52,61,30,35,51,80,45,49,59,42,72,0
2022-02-12,48,92,61,48,77,39,46,19,12,2,73,46,93,17,24,63,5,50,12,16
2022-02-13,51,56,21,27,28,14,96,69,11,35,17,23,93,13,87,84,74,49,25,83
2022-02-14,83,52,4,19,5,17,50,85,65,60,74,63,44,81,31,92,11,63,50,42
2022-02-15,42,4,75,35,47,84,57,85,13,28,22,88,78,83,56,22,37,55,1,63
2022-02-16,85,32,67,48,0,28,52,72,40,18,6,71,36,64,22,75,34,5,51,73
2022-02-17,93,97,45,61,55,53,11,67,96,12,31,7,40,48,35,47,80,21,75,79
2022-02-18,58,31,93,36,4,13,89,14,44,69,57,65,34,66,0,26,12,45,14,54
2022-02-19,18,41,7,43,80,31,70,42,23,30,30,74,20,97,68,40,99,21,76,27
2022-02-20,54,5,84,36,58,92,3,96,52,78,47,81,88,38,72,99,75,95,73,32
2022-02-21,82,66,3,17,26,74,79,82,6,7,29,68,84,86,20,76,64,92,77,52
2022-02-22,78,30,78,78,85,24,84,16,77,92,3,62,65,81,10,90,99,67,42,63
2022-02-23,5,75,6,32,13,72,59,69,6,37,40,60,10,64,39,90,44,10,10,25
2022-02-24,23,79,72,7,85,9,78,11,37,75,25,11,78,69,89,64,7,63,82,8
2022-02-25,13,67,79,35,73,16,44,74,19,34,62,34,87,95,64,78,90,70,77,8
2022-02-26,82,27,7,58,22,7,60,9,88,96,73,28,56,3,62,26,45,17,98,20
2022-02-27,41,25,54,90,16,14,7,58,60,82,83,10,91,82,64,34,74,62,35,1
2022-02-28,59,57,15,90,15,28,37,68,8,70,41,18,11,41,44,13,48,50,98,71
2022-03-01,1,47,2,51,33,90,49,84,58,39,22,18,79,88,32,49,28,45,86,13
2022-03-02,29,69,31,8,37,67,98,89,56,77,57,49,17,29,45,98,60,94,25,6
2022-03-03,97,32,53,7,86,0,90,16,18,82,38,25,59,25,28,4,53,12,83,75
2022-03-04,28,53,57,66,41,65,16,47,9,94,40,61,48,2,6,26,67,64,18,48
2022-03-05,36,56,33,89,47,42,70,78,43,10,8,32,73,65,28,0,64,56,77,68
2022-03-06,24,73,48,57,35,79,19,20,23,78,72,26,14,2,68,53,70,70,84,41
2022-03-07,82,43,70,55,92,37,68,59,99,7,59,23,88,79,66,48,68,55,28,81
2022-03-08,51,25,66,1,72,47,63,15,71,72,74,46,64,54,23,2,41,81,32,74
2022-03-09,63,35,0,43,39,13,81,95,12,23,63,95,93,93,44,98,36,8,70,55
2022-03-10,79,62,82,34,28,75,49,17,37,80,92,76,71,81,20,57,59,94,1,97
2022-03-11,72,2,51,6,60,45,77,57,78,36,85,86,65,26,99,81,85,1,82,21
2022-03-12,50,70,41,24,50,29,61,10,40,59,99,49,42,98,92,67,54,27,62,83
2022-03-13,98,17,27,88,86,71,10,70,46,37,25,31,53,16,50,4,41,96,73,6
2022-03-14,68,19,47,29,93,5,88,70,36,87,40,69,78,28,7,86,23,93,31,41
2022-03-15,43,46,96,24,60,29,13,28,55,60,26,98,36,83,3,69,30,53,83,72
2022-03-16,35,73,41,6,66,93,8,68,83,59,48,23,19,39,64,31,48,59,20,74
2022-03-17,62,59,47,36,54,76,70,73,20,77,33,23,12,83,62,84,56,86,55,64
2022-03-18,5,66,59,24,11,34,6,60,54,91,51,72,66,69,31,41,11,65,30,54
2022-03-19,92,68,26,51,60,85,79,31,91,14,27,3,31,41,24,1,1,92,73,69
2022-03-20,78,69,6,92,42,45,88,20,31,85,51,42,95,88,88,21,84,65,69,4
2022-03-21,55,21,92,56,61,24,42,52,81,61,11,45,29,53,46,2,20,66,54,5
2022-03-22,59,50,15,0,33,77,13,94,54,75,97,26,58,34,8,79,1,86,79,63
2022-03-23,59,84,5,73,18,2,31,32,19,71,55,92,76,82,90,80,11,18,40,33
2022-03-24,88,52,87,38,90,7,44,90,44,73,36,82,63,81,53,63,52,56,68,12
2022-03-25,76,35,1,64,61,72,99,46,97,57,35,67,19,96,44,1,65,12,8,2
2022-03-26,88,3,53,48,91,91,92,40,47,82,12,11,92,2,38,19,8,97,16,43
2022-03-27,25,49,76,65,57,51,13,40,90,82,6,84,82,80,81,98,5,38,96,55
2022-03-28,68,36,21,97,36,56,24,96,25,91,29,94,36,87,59,11,29,76,66,35
2022-03-29,19,82,62,68,47,35,38,3,94,36,48,35,35,68,67,81,7,87,95,98
2022-03-30,12,48,93,75,6,87,83,78,41,63,71,39,78,27,18,85,33,5,83,79
2022-03-31,80,34,60,1,0,25,52,60,13,86,95,11,82,61,50,48,74,20,60,26
2022-04-01,8,55,26,74,65,22,86,34,70,26,19,86,91,35,31,70,22,86,0,14
2022-04-02,12,31,86,64,10,7,28,61,59,11,76,63,98,55,32,11,91,3,34,53
2022-04-03,56,58,71,12,71,88,3,3,99,31,45,31,55,71,75,35,26,54,38,62
2022-04-04,61,89,0,10,78,58,6,94,65,48,77,59,37,29,45,47,71,47,1,68
2022-04-05,6,84,70,59,45,17,65,10,60,18,59,15,9,47,70,23,49,79,54,59
2022-04-06,22,12,14,97,8,15,20,78,39,79,41,79,89,44,98,93,1,56,65,84
2022-04-07,67,68,28,82,6,65,20,76,79,17,79,83,5,43,19,12,80,29,64,0
2022-04-08,7,61,37,87,8,62,70,61,68,24,76,55,78,12,12,39,38,12,8,8
2022-04-09,5,3,80,93,42,18,32,81,92,23,3,30,38,0,68,12,8,71,77,18
2022-04-10,76,29,30,12,22,3,67,85,4,25,34,39,82,4,61,53,83,30,10,13
2022-04-11,63,54,59,13,4,56,8,92,80,17,59,13,93,58,31,68,0,28,23,34
2022-04-12,8,96,46,85,5,84,65,67,80,52,63,89,12,5,98,88,51,78,88,46
2022-04-13,9,48,35,2,95,71,78,59,26,58,68,59,12,81,29,39,55,97,31,4
2022-04-14,97,95,19,82,91,1,75,17,82,2,69,81,3,75,11,7,92,92,74,89
2022-04-15,1,51,87,89,36,32,69,6,78,24,52,19,73,95,54,95,40,28,83,3
2022-04-16,28,69,18,89,48,24,37,28,70,10,85,14,28,62,35,51,56,25,53,93
2022-04-17,0,59,32,86,9,6,40,67,0,81,33,92,90,76,73,60,79,17,81,56
2022-04-18,78,49,63,34,42,36,74,20,93,82,86,91,43,89,44,10,4,6,18,35
2022-04-19,97,24,91,81,86,78,97,11,47,34,28,44,48,98,26,91,16,66,30,96
2022-04-20,63,6,92,29,92,1,21,27,68,79,63,6,43,49,35,41,48,55,63,21
2022-04-21,90,82,78,80,52,95,36,41,81,86,44,84,63,38,90,50,84,81,9,87
2022-04-22,16,81,75,73,92,60,33,59,69,36,25,48,89,63,89,47,94,79,35,44
2022-04-23,99,95,41,83,90,25,51,75,7,80,21,47,37,74,23,46,26,5,84,22
2022-04-24,23,4,50,26,56,72,4,20,39,87,10,74,95,7,33,76,93,24,64,73
2022-04-25,40,66,54,93,53,51,66,15,53,5,62,53,83,79,43,65,30,38,7,10
2022-04-26,81,97,48,12,8,4,87,44,88,36,58,67,5,68,79,2,5,52,97,97
2022-04-27,10,76,79,87,4,97,82,60,6,24,34,85,76,94,42,91,89,1,23,79
2022-04-28,66,22,78,31,60,93,23,5,66,72,31,46,50,81,69,27,27,32,14,13
2022-04-29,81,83,26,85,57,71,88,30,66,30,90,29,62,19,36,35,75,28,32,0
2022-04-30,31,27,54,40,98,54,7,80,5,83,40,6,97,49,85,42,46,36,36,79
2022-05-01,3,48,26,55,21,34,53,74,94,24,48,34,60,36,9,61,3,4,88,87
2022-05-02,56,1,34,34,72,81,35,42,22,72,34,70,70,15,88,82,58,8,16,9
2022-05-03,46,26,83,43,45,92,57,38,98,46,57,38,66,77,62,24,94,51,82,0
2022-05-04,51,93,68,11,70,1,36,23,25,4,61,74,29,58,49,99,81,94,82,65
2022-05-05,7,85,76,28,26,52,28,97,19,15,4,55,74,58,20,92,37,14,19,43
2022-05-06,54,60,7,86,33,25,68,61,99,41,18,97,48,66,4,33,98,96,98,82
2022-05-07,50,57,7,79,74,70,38,26,80,97,42,5,90,68,67,94,67,61,71,48
2022-05-08,28,25,72,24,93,40,63,4,44,39,75,5,40,85,66,77,76,66,39,39
2022-05-09,5,19,55,89,61,38,83,44,25,8,82,61,58,72,60,35,61,14,29,53
2022-05-10,6,82,4,37,45,68,15,82,42,25,9,92,40,38,18,50,31,16,75,89
2022-05-11,35,28,37,92,58,16,63,40,1,96,11,41,65,58,0,60,72,84,18,3
2022-05-12,94,68,45,72,15,95,65,87,55,80,32,13,35,89,69,45,23,59,59,53
2022-05-13,73,24,51,30,20,33,80,11,27,53,40,82,77,67,28,2,31,60,10,82
2022-05-14,98,73,41,79,27,95,36,68,1,63,29,10,43,10,18,89,6,62,6,71
2022-05-15,97,42,96,64,59,17,95,86,13,2,35,15,33,95,86,44,27,57,93,79
2022-05-16,86,76,50,14,81,65,77,73,24,28,85,40,17,64,29,64,59,66,99,27
2022-05-17,97,76,85,80,2,50,10,67,5,3,90,91,62,45,82,96,5,10,90,9
2022-05-18,71,55,52,9,72,60,92,48,91,18,20,94,9,23,14,70,78,90,14,32
2022-05-19,31,97,58,33,29,31,71,54,62,47,2,68,72,18,64,87,60,66,70,32
2022-05-20,15,47,23,68,71,0,95,92,13,47,20,96,56,70,97,67,87,24,22,44
2022-05-21,88,3,44,82,17,61,6,1,31,80,4,36,72,36,47,50,90,87,6,69
2022-05-22,54,35,49,87,77,56,17,61,49,44,94,99,95,73,59,31,94,45,20,11
2022-05-23,83,32,76,62,28,85,84,17,12,60,23,33,93,17,47,29,34,37,25,76
2022-05-24,81,53,89,13,50,82,62,98,59,96,9,4,35,84,5,25,98,64,39,7
2022-05-25,75,92,74,11,53,40,90,76,80,41,2,75,63,14,75,14,73,71,0,77
2022-05-26,40,50,96,91,38,70,51,82,31,47,11,92,90,27,58,37,15,4,82,28
2022-05-27,51,90,1,54,95,80,21,20,76,7,59,23,83,37,41,79,8,60,96,65
2022-05-28,8,90,12,36,18,72,26,26,41,28,78,52,55,16,91,34,37,24,96,60
2022-05-29,6,19,48,18,60,30,34,78,52,11,37,89,84,75,84,9,12,1,12,82
2022-05-30,3,46,24,83,80,76,37,92,89,65,61,33,73,93,31,28,26,98,54,96
2022-05-31,61,29,58,15,44,44,57,38,45,87,18,92,53,62,10,14,73,90,51,16
2022-06-01,79,91,67,18,41,93,19,17,70,54,20,61,93,85,0,87,62,26,9,97
2022-06-02,2,18,67,75,26,73,76,80,75,3,89,56,43,2,59,16,54,18,68,8
2022-06-03,60,64,39,91,52,75,44,79,89,41,96,15,84,52,13,62,13,88,81,65
2022-06-04,23,96,85,71,36,48,33,84,30,23,21,40,62,83,92,8,4,36,81,90
2022-06-05,16,28,90,57,40,24,11,10,67,72,36,60,15,2,9,10,98,23,13,79
2022-06-06,36,20,22,13,7,68,43,14,79,1,43,12,2,55,15,6,47,84,48,7
2022-06-07,30,44,28,33,50,94,80,20,78,39,81,61,67,36,71,56,61,54,5,47
2022-06-08,5,16,47,40,4,13,46,96,48,77,44,19,2,37,91,32,36,69,73,60
2022-06-09,33,94,35,29,84,93,95,53,86,18,88,75,39,24,75,43,97,85,79,33
2022-06-10,71,75,40,9,73,29,13,4,32,50,3,56,89,59,52,23,43,60,86,88
2022-06-11,45,18,70,95,95,99,25,83,5,1,67,11,38,1,8,20,55,33,56,64
2022-06-12,0,84,5,87,97,90,54,76,17,93,2,55,46,79,74,33,16,79,97,9
2022-06-13,73,51,31,1,72,13,85,26,59,28,70,11,34,50,58,57,7,3,23,3
2022-06-14,22,5,52,10,41,76,77,56,3,53,25,56,90,59,94,20,26,14,7,1
2022-06-15,92,45,93,86,74,91,26,85,67,59,61,90,92,17,8,27,81,9,66,39
2022-06-16,91,82,50,38,83,24,54,93,60,93,44,62,94,73,90,83,7,25,74,89
2022-06-17,80,31,62,66,43,58,98,54,19,50,17,68,90,67,87,72,43,53,53,39
2022-06-18,9,70,4,20,45,98,30,79,41,22,2,8,41,40,62,6,28,2,87,39
2022-06-19,58,71,26,13,58,90,89,30,26,35,24,96,3,19,2,85,47,22,39,10
2022-06-20,10,94,69,63,47,48,77,5,66,55,30,21,86,93,9,16,66,77,49,92
2022-06-21,87,12,14,8,87,55,94,72,73,12,10,93,48,99,32,62,57,6,51,92
2022-06-22,45,47,70,78,82,45,44,47,96,92,62,28,90,17,10,41,68,5,31,78
2022-06-23,65,8,20,72,11,0,99,61,42,59,67,49,65,70,17,42,30,79,76,81
2022-06-24,43,57,70,32,97,37,53,82,74,50,40,63,43,59,79,12,69,5,73,20
2022-06-25,49,26,32,62,43,48,99,12,38,53,81,28,39,82,53,85,6,28,55,12
2022-06-26,48,1,50,92,94,31,0,91,56,58,81,39,42,85,49,73,90,39,88,32
2022-06-27,92,30,23,72,92,76,74,97,55,88,3,13,27,94,19,38,3,7,58,9
2022-06-28,89,88,62,39,88,48,19,34,36,57,40,81,62,25,40,72,24,9,71,40
2022-06-29,12,47,56,2,79,49,2,86,58,96,28,41,66,91,79,64,79,9,72,57
2022-06-30,27,23,28,12,27,7,67,51,12,69,17,49,92,76,58,58,6,42,30,47
2022-07-01,95,78,60,70,73,45,86,61,73,1,53,36,5,64,92,73,7,5,34,23
2022-07-02,2,4,34,13,19,86,99,80,23,17,57,78,65,80,48,98,78,5,36,55
2022-07-03,22,40,62,55,86,26,92,32,92,24,50,93,27,84,50,41,66,19,65,17
2022-07-04,71,61,13,10,60,12,62,99,12,47,92,93,2,80,23,74,35,22,47,17
2022-07-05,42,39,96,54,69,17,99,49,7,60,31,29,31,45,28,77,17,14,10,41
2022-07-06,11,2,29,98,1,6,58,49,10,89,67,49,54,79,9,93,11,45,24,66
2022-07-07,83,61,22,77,94,16,25,52,73,12,5,56,79,29,58,80,2,33,30,72
2022-07-08,66,82,54,22,43,39,66,95,45,63,17,57,72,76,97,98,51,86,73,52
2022-07-09,3,97,96,51,34,11,5,80,40,56,30,61,75,89,49,30,7,85,85,35
2022-07-10,20,67,75,72,7,98,54,60,4,1,12,39,94,72,99,67,9,69,64,88
2022-07-11,54,24,73,75,51,9,41,83,30,73,25,32,33,13,35,72,40,29,70,51
2022-07-12,43,79,38,54,3,33,23,88,2,70,75,33,25,16,27,91,4,45,26,69
2022-07-13,33,34,5,91,52,6,75,78,46,97,22,84,84,52,54,11,13,42,91,21
2022-07-14,47,6,29,37,96,19,10,5,52,51,19,24,31,0,81,77,32,57,32,2
2022-07-15,58,72,33,24,26,34,46,75,19,70,96,18,50,36,60,88,88,44,75,51
2022-07-16,77,88,71,6,24,78,1,51,61,81,80,7,67,79,10,48,64,34,37,10
2022-07-17,77,23,43,51,8,43,15,23,35,48,43,7,35,3,25,8,16,50,92,19
2022-07-18,73,4,33,40,10,63,14,80,59,74,16,31,70,45,63,41,67,64,29,88
2022-07-19,73,6,3,71,63,92,67,20,4,53,49,93,70,90,75,66,56,58,50,83
2022-07-20,23,91,55,43,21,27,58,15,0,25,30,94,58,40,98,36,95,94,68,52
2022-07-21,82,32,36,20,25,13,85,0,42,36,38,84,82,66,68,80,38,45,24,23
2022-07-22,93,76,45,3,74,94,92,71,64,12,8,26,56,91,87,30,36,31,53,80
2022-07-23,78,88,52,65,95,67,16,32,7,11,49,73,18,32,33,84,18,3,62,52
2022-07-24,0,76,42,54,67,5,17,46,17,11,32,42,84,59,92,45,47,31,8,17
2022-07-25,6,70,34,3,75,25,89,82,30,23,99,81,92,1,59,26,37,9,74,52
2022-07-26,79,11,99,34,95,67,10,78,56,18,18,95,99,57,18,34,21,60,40,37
2022-07-27,80,96,19,41,53,24,40,5,4,78,33,70,8,67,65,82,20,55,90,21
2022-07-28,12,34,96,15,11,99,39,14,55,1,42,3,56,62,0,51,94,39,95,96
2022-07-29,24,57,83,70,76,26,91,23,64,88,35,55,69,92,44,60,14,6,2,47
2022-07-30,54,8,18,26,89,9,48,78,87,69,26,12,15,77,29,33,17,43,33,35
2022-07-31,3,46,11,53,66,54,14,61,41,35,14,99,39,45,9,67,28,74,6,29
2022-08-01,74,39,3,78,96,37,62,37,55,73,63,31,19,54,65,57,12,35,74,14
2022-08-02,88,46,79,34,35,96,56,10,95,37,71,12,85,95,38,14,55,16,44,62
2022-08-03,13,94,70,36,41,84,47,98,6,27,51,13,35,51,26,16,26,8,19,6
2022-08-04,95,16,0,95,75,26,87,87,74,59,58,96,46,80,11,70,98,0,25,78
2022-08-05,73,73,98,9,67,64,20,21,65,65,60,46,68,32,23,59,61,81,41,76
2022-08-06,91,42,54,91,30,72,57,41,86,15,3,20,87,34,68,23,49,52,24,38
2022-08-07,26,10,43,56,9,35,46,93,61,94,52,80,9,56,35,72,87,71,8,62
2022-08-08,74,2,16,68,31,6,88,95,37,99,85,55,74,93,72,33,19,43,18,2
2022-08-09,45,32,9,87,12,63,56,97,25,23,62,55,81,17,30,0,72,32,23,60
2022-08-10,25,5,23,84,59,47,49,99,3,16,86,53,99,68,72,57,1,90,52,0
2022-08-11,20,35,28,2,28,89,58,32,8,75,71,0,99,26,26,30,96,84,63,49
2022-08-12,32,33,32,86,68,40,99,17,7,36,98,2,8,34,98,34,67,86,67,8
2022-08-13,14,25,79,80,17,37,13,47,36,99,38,5,52,90,36,81,41,56,50,87
2022-08-14,56,37,76,5,27,28,56,83,55,45,6,97,29,12,83,89,29,54,78,2
2022-08-15,98,32,47,5,4,11,32,92,51,32,45,26,62,50,37,68,39,80,59,20
2022-08-16,16,25,91,82,97,74,91,35,61,39,86,99,74,78,88,9,48,73,60,54
2022-08-17,38,22,92,73,61,8,11,43,12,14,8,29,1,73,59,50,98,48,86,18
2022-08-18,26,32,99,90,44,84,23,59,16,57,22,58,42,55,16,50,31,14,50,13
2022-08-19,42,32,54,48,13,27,55,83,5,9,79,33,25,22,97,51,16,40,26,16
2022-08-20,97,44,69,89,20,12,26,71,38,48,2,0,40,15,79,95,92,46,28,48
2022-08-21,10,94,67,28,75,24,75,40,86,98,32,55,23,80,49,98,88,27,11,61
2022-08-22,31,25,54,53,53,29,15,18,72,46,46,97,91,6,79,24,72,17,14,93
2022-08-23,55,34,89,28,6,39,70,66,47,51,52,37,8,15,72,81,39,32,60,2
2022-08-24,56,46,44,0,94,17,11,38,77,76,51,54,45,2,27,38,55,65,98,50
2022-08-25,67,96,27,45,72,56,89,56,92,14,80,21,4,11,58,29,14,62,48,38
2022-08-26,53,86,72,49,82,86,37,14,11,63,93,3,49,19,53,85,78,97,48,66
2022-08-27,89,69,96,24,13,14,85,5,80,46,69,74,42,14,61,95,2,22,87,6
2022-08-28,1,87,76,25,96,71,11,46,86,66,58,41,24,61,15,80,20,12,7,81
2022-08-29,46,39,52,58,88,34,18,86,48,57,15,86,93,44,2,2,30,49,43,56
2022-08-30,25,20,97,28,94,57,6,59,98,83,30,9,46,9,29,91,65,78,54,16
2022-08-31,15,76,42,49,17,36,13,20,88,71,85,87,58,30,49,1,81,80,50,37
2022-09-01,17,7,32,93,6,94,52,44,12,7,54,59,43,28,1,26,71,60,15,79
2022-09-02,14,79,51,71,8,74,72,17,13,74,41,64,0,18,74,19,8,17,83,34
2022-09-03,53,57,37,9,25,15,90,74,82,81,0,74,48,77,95,35,60,30,89,25
2022-09-04,35,88,10,49,58,57,12,3,41,45,94,75,59,21,90,19,94,94,97,28
2022-09-05,13,62,42,38,55,68,33,33,61,7,69,79,87,75,50,87,49,78,6,70
2022-09-06,8,2,50,11,32,77,55,73,78,48,98,20,8,31,76,9,46,57,80,84
2022-09-07,23,27,68,85,16,72,23,18,33,79,74,47,71,40,21,84,5,90,78,72
2022-09-08,56,81,2,59,26,63,67,21,15,58,94,66,48,93,81,73,43,49,26,81
2022-09-09,28,70,87,55,15,2,67,22,3,34,58,55,16,60,41,47,87,7,52,17
2022-09-10,18,61,66,60,92,79,19,63,62,64,42,94,46,78,48,78,39,0,49,54
2022-09-11,11,66,85,86,37,41,85,99,5,6,5,46,78,9,68,17,3,59,59,28
2022-09-12,32,35,92,86,52,96,58,10,48,89,66,95,53,91,76,82,99,30,62,25
2022-09-13,85,58,17,42,18,45,7,96,59,99,17,38,93,69,7,88,18,26,73,71
2022-09-14,66,0,24,34,40,7,67,89,98,79,20,51,91,6,22,26,60,95,48,56
2022-09-15,63,85,28,62,92,93,38,11,92,92,9,8,18,64,30,24,79,24,96,43
2022-09-16,42,94,12,11,43,58,50,95,99,4,16,55,95,27,36,23,96,15,56,2
2022-09-17,60,39,56,8,9,9,83,72,12,31,43,9,83,36,67,64,91,74,3,15
2022-09-18,44,9,39,97,20,70,25,3,9,10,29,96,62,12,7,97,17,27,84,55
2022-09-19,22,66,37,58,9,88,59,0,55,36,90,13,33,76,22,31,77,71,35,46
2022-09-20,55,88,66,59,81,30,44,68,40,47,16,61,64,85,8,89,8,74,58,40
2022-09-21,92,45,2,52,53,74,35,7,34,60,54,84,27,56,97,31,43,99,14,57
2022-09-22,37,4,76,19,89,41,14,24,83,37,25,24,58,25,93,4,15,42,20,77
2022-09-23,91,60,85,80,15,7,62,98,83,61,11,77,68,93,70,10,60,40,42,63
2022-09-24,89,75,2,14,36,68,63,50,43,78,9,59,80,27,20,67,17,48,92,6
2022-09-25,90,19,48,13,70,99,30,92,72,96,67,68,94,72,84,28,16,64,25,42
2022-09-26,85,63,94,35,28,21,97,42,92,34,28,77,61,52,44,46,83,15,5,0
2022-09-27,49,81,67,99,60,50,58,88,1,46,41,95,18,2,63,62,31,53,59,35
2022-09-28,42,14,77,38,64,42,16,70,41,18,93,89,72,57,62,36,26,59,74,49
2022-09-29,89,38,37,42,70,2,35,74,55,30,65,90,50,73,19,47,29,99,21,94
2022-09-30,40,49,52,24,23,37,74,70,99,8,75,19,51,19,93,50,46,30,44,11
2022-10-01,68,57,9,10,29,47,22,13,9,30,62,67,28,44,62,36,97,69,57,49
2022-10-02,49,29,7,83,90,97,40,94,70,42,91,96,53,77,77,60,42,13,99,7
2022-10-03,13,37,39,26,7,89,51,96,87,49,38,25,99,60,84,98,22,92,79,45
2022-10-04,94,58,39,15,72,77,20,37,5,55,60,84,2,11,3,94,51,24,1,9
2022-10-05,72,48,73,26,43,62,21,28,14,71,58,44,56,16,81,75,18,88,39,46
2022-10-06,53,79,16,26,93,93,80,16,59,44,8,7,85,9,27,15,57,76,26,78
2022-10-07,17,35,24,45,98,73,20,96,68,45,91,76,72,20,12,86,68,81,76,90
2022-10-08,37,35,23,10,48,49,11,60,36,45,51,31,68,50,44,40,2,77,96,13
2022-10-09,28,84,70,31,64,91,21,67,81,9,93,95,73,51,60,64,15,29,10,37
2022-10-10,74,88,37,61,59,47,69,15,7,34,96,95,63,57,63,42,28,0,1,97
2022-10-11,74,69,84,60,66,79,12,18,55,9,65,83,83,32,20,95,91,31,89,88
2022-10-12,33,36,93,74,61,95,86,7,49,89,11,7,85,77,16,18,83,20,14,90
2022-10-13,80,40,62,43,27,98,54,63,40,50,28,42,62,81,80,1,53,37,60,88
2022-10-14,77,33,73,10,12,22,39,51,39,62,12,52,27,36,50,13,38,76,27,76
2022-10-15,23,75,19,95,15,99,22,71,30,8,2,14,40,58,47,63,9,67,78,23
2022-10-16,79,25,44,80,68,50,36,56,51,97,82,11,41,58,70,17,83,62,6,5
2022-10-17,68,75,31,16,21,39,63,18,79,24,80,92,16,91,70,88,34,86,47,18
2022-10-18,99,94,12,45,98,54,49,19,41,49,71,45,63,10,76,0,64,82,76,14
2022-10-19,84,7,6,82,18,44,93,20,78,58,40,45,41,82,81,37,69,53,74,5
2022-10-20,33,33,59,20,53,97,4,50,13,58,24,90,31,95,0,83,26,20,88,30
2022-10-21,58,73,41,10,92,64,89,76,77,58,0,88,83,72,87,18,28,15,64,43
2022-10-22,10,57,33,49,26,16,45,22,40,38,94,18,28,79,29,48,76,0,95,46
